61000.00,92.00,284.09,0.00,0.00,0.00,470.56;
61000.00,92.03,284.17,-0.00,1710.32,1710.32,470.63;
61000.00,92.06,284.26,-0.00,3420.64,3420.64,470.70;
61000.00,92.08,284.35,-0.00,5130.49,5130.49,470.78;
61000.00,92.11,284.43,-0.00,6840.81,6840.81,470.85;
61000.00,92.14,284.52,-0.00,8551.13,8551.13,470.92;
61000.00,92.17,284.61,-0.00,10260.99,10260.99,470.99;
61000.00,92.20,284.69,-0.00,11971.31,11971.31,471.06;
61000.00,92.22,284.78,-0.00,13682.09,13682.09,471.13;
61000.00,92.25,284.87,-0.00,15392.41,15392.41,471.21;
61000.00,92.28,284.95,-0.00,17102.73,17102.73,471.28;
61000.00,92.31,285.04,-0.00,18812.58,18812.58,471.35;
61000.00,92.34,285.13,-0.00,20522.90,20522.90,471.42;
61000.00,92.36,285.21,-0.00,22233.22,22233.22,471.49;
61000.00,92.39,285.30,-0.00,23943.08,23943.08,471.56;
61000.00,92.42,285.38,-0.00,25653.40,25653.40,471.64;
61000.00,92.45,285.47,-0.00,27363.72,27363.72,471.71;
61000.00,92.48,285.56,-0.00,29074.04,29074.04,471.78;
61000.00,92.50,285.64,-0.00,30784.36,30784.36,471.85;
61000.00,92.53,285.73,-0.00,32494.21,32494.21,471.92;
61000.00,92.56,285.82,-0.00,34204.53,34204.53,471.99;
61000.00,92.59,285.90,-0.00,35914.85,35914.85,472.06;
61000.00,92.62,285.99,-0.00,37625.17,37625.17,472.14;
61000.00,92.64,286.08,-0.00,39335.49,39335.49,472.21;
61000.00,92.67,286.16,-0.00,41045.81,41045.81,472.28;
61000.00,92.70,286.25,-0.00,42756.13,42756.13,472.35;
61000.00,92.73,286.34,-0.00,44466.45,44466.45,472.42;
61000.00,92.76,286.42,-0.00,46176.30,46176.30,472.49;
61000.00,92.79,286.51,-0.00,47886.62,47886.62,472.56;
61000.00,92.81,286.60,-0.00,49596.94,49596.94,472.64;
61000.00,92.84,286.68,-0.00,51306.79,51306.79,472.71;
61000.00,92.87,286.77,-0.00,53017.11,53017.11,472.78;
61000.00,92.90,286.86,-0.00,54727.43,54727.43,472.85;
61000.00,92.93,286.94,-0.00,56437.75,56437.75,472.92;
61000.00,92.95,287.03,-0.00,58148.07,58148.07,472.99;
61000.00,92.98,287.12,-0.00,59857.93,59857.93,473.06;
61000.00,93.01,287.20,-0.00,61568.25,61568.25,473.13;
61000.00,93.04,287.29,-0.00,63278.56,63278.56,473.21;
61000.00,93.07,287.38,-0.00,64988.88,64988.88,473.28;
61000.00,93.09,287.46,-0.00,66699.20,66699.20,473.35;
61000.00,93.12,287.55,-0.00,68409.52,68409.52,473.42;
